id,parkId,campgroundId,postalCode,city,stateCode,countryCode,provinceTerritoryCode,line1,line2,line3,type
1725,410,,63670,Ste. Genevieve,MO,US,"",Ste. Genevieve National Historical Park,339 St. Marys Road,"",Physical
1726,410,,63670,Ste. Genevieve,MO,US,"",Ste. Genevieve National Historical Park,339 St. Marys Road,"",Mailing
1727,411,,18503,Scranton,PA,US,"",350 Cliff Street,"","",Physical
1728,411,,18503-2018,Scranton,PA,US,"",150 South Washington Avenue,"","",Mailing
1729,412,,37129,Murfreesboro,TN,US,"",1563 North Thompson Lane,"","",Physical
1730,412,,37129,Murfreesboro,TN,US,"",3501 Old Nashville Highway,"","",Mailing
1731,413,,10014,New York,NY,US,"","Intersection of Christopher, Grove, and Fourth Streets.","","",Physical
1732,413,,10005,New York,NY,US,"",26 Wall Street,Federal Hall National Monument c/o Stonewall National Monument,"",Mailing
1733,414,,86004,Flagstaff,AZ,US,"",6082 Sunset Crater Road,"","",Physical
1734,414,,86004,Flagstaff,AZ,US,"",6400 U.S. 89,"","",Mailing
1735,415,,66869,Strong City,KS,US,"",2480B KS Hwy 177,"","",Physical
1736,415,,66869,Strong City,KS,US,"",2480B KS Hwy 177,"","",Mailing
1737,416,,19106,Philadelphia,PA,US,"",3rd and Pine Streets,"","",Physical
1738,416,,19106,Philadelphia,PA,US,"",c/o Independence National Historical Park,143 S. 3rd Street,"",Mailing
1739,417,,20230,Washington,DC,US,"","1450 Pennsylvania Ave., NW","","",Physical
1740,417,,20240,Washington,DC,US,"",1849 C Street NW,Room 1426,"",Mailing
1741,418,,10003,New York,NY,US,"",28 East 20th Street,"","",Physical
1742,418,,10003,New York,NY,US,"",28 East 20th Street,"","",Mailing
1743,419,,14202,Buffalo,NY,US,"",Theodore Roosevelt Inaugural Site,641 Delaware Avenue,"",Physical
1744,419,,14202,Buffalo,NY,US,"",Theodore Roosevelt Inaugural Site,641 Delaware Avenue,"",Mailing
1745,420,,22209,Arlington,VA,US,"",George Washington Memorial Parkway,northbound lanes between Roosevelt Bridge and Key Bridge,"",Physical
1746,420,,22101,McLean,VA,US,"",700 George Washington Memorial Parkway,"","",Mailing
1747,421,,58645,Medora,ND,US,"",PO Box 7,"","",Physical
1748,421,,58645,Medora,ND,US,"",PO Box 7,"","",Mailing
1749,422,,12414,Catskill,NY,US,"",218 Spring Street,"","",Physical
1750,422,,12414,Catskill,NY,US,"",PO Box 426,218 Spring Street,"",Mailing
1751,423,,07052,West Orange,NJ,US,"",211 Main Street,"","",Physical
1752,423,,07052,West Orange,NJ,US,"",211 Main Street,"","",Mailing
1753,424,,20242,Washington,DC,US,"","16 East Basin Drive, SW","","",Physical
1754,424,,20242,Washington,DC,US,"",1100 Ohio Drive SW,"","",Mailing
1755,425,,20677,Port Tobacco,MD,US,"",6655 Rose Hill Road,"","",Physical
1756,425,,20677,Port Tobacco,MD,US,"",6655 Rose Hill Road,"","",Mailing
1757,426,,84003,American Fork,UT,US,"",2038 W. Alpine Loop Road,"","",Physical
1758,426,,84003,American Fork,UT,US,"",2038 W. Alpine Loop Road,"","",Mailing
1759,427,,32225,Jacksonville,FL,US,"",12713 Fort Caroline Road,"","",Physical
1760,427,,32225,Jacksonville,FL,US,"",12713 Fort Caroline Road,"","",Mailing
1761,428,,85545,Roosevelt,AZ,US,"",26260 N AZ Hwy 188 Lot 2,"","",Physical
1762,428,,85545,Roosevelt,AZ,US,"",26260 N AZ Hwy 188 Lot 2,"","",Mailing
1763,429,,02840,Newport,RI,US,"",85 Touro Street,"","",Physical
1764,429,,02840,Newport,RI,US,"",85 Touro Street,"","",Mailing
1765,430,,87505,Santa Fe,NM,US,"","National Trails Office Regions 6, 7, & 8",Trail of Tears National Historic Trail,1100 Old Santa Fe Trail,Physical
1766,430,,87505,Santa Fe,NM,US,"","National Trails Office Regions 6, 7, & 8",Trail of Tears National Historic Trail,1100 Old Santa Fe Trail,Mailing
1767,431,,96134,Tuelake,CA,US,"",44340 Hwy 139,"","",Physical
1768,431,,96134,Tulelake,CA,US,"",P.O. Box 1240,"","",Mailing
1769,432,,89143,Las Vegas,NV,US,"",Tule Springs Fossil Beds National Monument,Durango & Moccasin Parking Area,Durango Drive & Moccasin Road,Physical
1770,432,,89005,Boulder City,NV,US,"",Not to be used for navigation purposes,Tule Springs Fossil Beds National Monument,601 Nevada Way,Mailing
1771,433,,85640,Tumacacori,AZ,US,"",1895 E Frontage Road,"","",Physical
1772,433,,85640,Tumacacori,AZ,US,"",P.O. Box 8067,"","",Mailing
1773,434,,38801,Tupelo,MS,US,"",2083 Main St,"","",Physical
1774,434,,38804,Tupelo,MS,US,"",2680 Natchez Trace Parkway,"","",Mailing
1775,435,,36083,Tuskegee,AL,US,"",1616 Chappie James Ave.,"","",Physical
1776,435,,36083,Tuskegee,AL,US,"",1616 Chappie James Ave.,"","",Mailing
1777,436,,36088,Tuskegee Institute,AL,US,"",1212 West Montgomery Road,"","",Physical
1778,436,,36088,Tuskegee Institute,AL,US,"",1212 West Montgomery Road,"","",Mailing
1779,437,,86324,Clarkdale,AZ,US,"",25 Tuzigoot Rd,"","",Physical
1780,437,,86322,Camp Verde,AZ,US,"",P.O. Box 219,"","",Mailing
1781,438,,63123,St. Louis,MO,US,"",7400 Grant Road,"","",Physical
1782,438,,63123,St. Louis,MO,US,"",7400 Grant Road,"","",Mailing
1783,439,,18405,Beach Lake,PA,US,"",274 River Road,"","",Physical
1784,439,,18405,Beach Lake,PA,US,"",274 River Road,"","",Mailing
1785,440,,87025,Jemez Springs,NM,US,"",39201 New Mexico Highway 4,"","",Physical
1786,440,,87025,Jemez Springs,NM,US,"",090 Villa Louis Martin Dr.,"","",Mailing
1787,441,,19406,King of Prussia,PA,US,"",1400 North Outer Line Drive,"","",Physical
1788,441,,19406,King of Prussia,PA,US,"",1400 North Outer Line Drive,"","",Mailing
1789,442,,12538,Hyde Park,NY,US,"",81 Vanderbilt Park Road,"","",Physical
1790,442,,12538,Hyde Park,NY,US,"",4097 Albany Post Road,"","",Mailing
1791,443,,39183,Vicksburg,MS,US,"",3201 Clay Street,"","",Physical
1792,443,,39183,Vicksburg,MS,US,"",3201 Clay Street,"","",Mailing
1793,444,,20002,Washington,DC,US,"",5 Henry Bacon Drive NW,"","",Physical
1794,444,,20242,Washington,DC,US,"",1100 Ohio Drive SW,"","",Mailing
1795,445,,00830,St. John,VI,US,"",Hurrican Hole,"","",Physical
1796,445,,00830,St. John,VI,US,"",1300 Cruz Bay Creek,"","",Mailing
1797,446,,00830,St. John,VI,US,"",1300 Cruz Bay Creek,"","",Physical
1798,446,,00830,St. John,VI,US,"",1300 Cruz Bay Creek,"","",Mailing
1799,447,,56649,International Falls,MN,US,"",Voyageurs National Park,Rainy Lake Visitor Center,1797 Township Rd 342,Physical
1800,447,,56649,International Falls,MN,US,"",Voyageurs National Park Headquarters,360 Hwy 11 East,"",Mailing
1801,448,,76708,Waco,TX,US,"",6220 Steinbeck Bend Drive,"","",Physical
1802,448,,76708,Waco,TX,US,"",6220 Steinbeck Bend Drive,"","",Mailing
1803,449,,86004,Flagstaff,AZ,US,"",3 Walnut Canyon Road,"","",Physical
1804,449,,86004,Flagstaff,AZ,US,"",6400 U.S. 89,"","",Mailing
1805,450,,96910,Hagatna,GU,US,"",135 Murray Blvd.,Ste. 100,"",Physical
1806,450,,96910,Hagatna,GU,US,"",135 Murray Blvd.,Ste. 100,"",Mailing
1807,451,,20024,Washington,DC,US,"",2 15th St. NW,"","",Physical
1808,451,,20242,Washington,DC,US,"",1100 Ohio Drive SW,"","",Mailing
1809,452,,19406,King of Prussia,PA,US,"",Washington-Rochambeau National Historic Trail,Make requests of Trail Administrator at Johnny_Carawan@NPS.gov,1400 North Outer Line Drive,Physical
1810,452,,19406,King of Prussia,PA,US,"",Washington-Rochambeau National Historic Trail,"",1400 North Outer Line Drive,Mailing
1811,453,,73628,Cheyenne,OK,US,"","18555 Hwy 47A, Ste. A","","",Physical
1812,453,,73628,Cheyenne,OK,US,"","18555 Hwy 47A, Ste. A","","",Mailing
1813,454,,06897,Wilton,CT,US,"",735 Nod Hill Road,"","",Physical
1814,454,,06897,Wilton,CT,US,"",735 Nod Hill Road,"","",Mailing
1815,455,,96095,Whiskeytown,CA,US,"",14412 Kennedy Memorial Drive,"","",Physical
1816,455,,96095,Whiskeytown,CA,US,"",P.O. Box 188,"","",Mailing
1817,456,,88310,Alamogordo,NM,US,"",19955 Hwy 70 W,"","",Physical
1818,456,,88330,Holloman AFB,NM,US,"",PO Box 1086,"","",Mailing
1819,457,,99362,Walla Walla,WA,US,"",328 Whitman Mission Road,"","",Physical
1820,457,,99362,Walla Walla,WA,US,"",328 Whitman Mission Road,"","",Mailing
1821,458,,45219,Cincinnati,OH,US,"",2038 Auburn Avenue,"","",Physical
1822,458,,45219,Cincinnati,OH,US,"",2038 Auburn Avenue,"","",Mailing
1823,459,,65738,Republic,MO,US,"",6424 W. Farm Road 182,"","",Physical
1824,459,,65738,Republic,MO,US,"",5242 S. State Hwy ZZ,"","",Mailing
1825,460,,57747,Hot Springs,SD,US,"",26611 US Highway 385,"","",Physical
1826,460,,57747,Hot Springs,SD,US,"",26611 US Highway 385,"","",Mailing
1827,461,,98104,Seattle,WA,US,"",719 South King Street,"","",Physical
1828,461,,98104,Seattle,WA,US,"",719 South King Street,"","",Mailing
1829,462,,22182-1643,Vienna,VA,US,"",1551 Trap Road,"","",Physical
1830,462,,22182-1643,Vienna,VA,US,"",1551 Trap Road,"","",Mailing
1831,463,,13148,Seneca Falls,NY,US,"",136 Fall Street,"","",Physical
1832,463,,13148,Seneca Falls,NY,US,"",136 Fall Street,"","",Mailing
1833,464,,20004,Washington,DC,US,"","1493 Pennsylvania Avenue NW,","","",Physical
1834,465,,20024,Washington,DC,US,"",1750 Independence Ave. SW,"","",Physical
1835,465,,20242,Washington,DC,US,"",1100 Ohio Drive SW,"","",Mailing
1836,466,,99573,Copper Center,AK,US,"",Wrangell-St. Elias National Park & Preserve,Mile 106.8 Richardson Highway,"",Physical
1837,466,,99573,Copper Center,AK,US,"",Wrangell-St. Elias National Park & Preserve,PO Box 439,Mile 106.8 Richardson Highway,Mailing
1838,467,,27948,Kill Devil Hills,NC,US,"",1000 North Croatan Highway,"","",Physical
1839,467,,27954,Manteo,NC,US,"",Wright Brothers National Memorial,1401 National Park Drive,"",Mailing
1840,468,,86004,Flagstaff,AZ,US,"",25137 N. Sunset Crater-Wupatki Loop Rd.,"","",Physical
1841,468,,86004,Flagstaff,AZ,US,"",6400 U.S. 89,"","",Mailing
1842,469,,82190,Yellowstone National Park,WY,US,"",2 Officers Row,Yellowstone National Park Headquarters,"",Physical
1843,469,,82190-0168,Yellowstone National Park,WY,US,"",PO Box 168,"","",Mailing
1844,470,,23690,Yorktown,VA,US,"",Yorktown Battlefield,1000 Colonial Parkway,"",Physical
1845,470,,23690,Yorktown,VA,US,"",Colonial National Historical Park - Yorktown Battlefield,P.O. Box 210,"",Mailing
1846,471,,95389,Yosemite National Park,CA,US,"",PO Box 577,"","",Physical
1847,472,,81321,Cortez,CO,US,"",Off County Rd 20.5,"","",Physical
1848,472,,81330,Mesa Verde,CO,US,"",PO Box 8,"","",Mailing
1849,473,,99701,Fairbanks,AK,US,"",101 Dunkel St,Suite 110,"",Physical
1850,473,,99701,Fairbanks,AK,US,"",101 Dunkel St,Suite 110,"",Mailing
1851,474,,84767,Springdale,UT,US,"",Zion National Park,1 Zion Park Blvd.,"",Physical
1852,474,,84767,Springdale,UT,US,"",Zion National Park,1 Zion Park Blvd.,"",Mailing
