CAMPING_UNIT_TYPE,CAMPING_UNIT_NAME,CAMPSITE_TYPE_NAME,CAMPING_UNIT_DESCRIP,CAMPGROUND_LOOP_NAME,CAMPGROUND_NAME,CAMPGROUND_TYPE_NAME,CONTAINING_MGMT_UNIT_NAME,LAM_PROGRAM_PROJECT_CODE,CONTAINING_MGMT_UNIT_TYPE_NAME,SHAPE_COLLECTION_METHOD,AMPS_30_FLAG,AMPS_50_FLAG,SITE_PAD_LENGTH_FT,SITE_PAD_WIDTH_FT,SITE_PAD_TYPE_NAME,PULL_THROUGH_BACK_IN_FLAG,LEFT_SLIDE_OUT_FLAG,RIGHT_SLIDE_OUT_FLAG,TENT_PAD_DIMENSIONS_FT_X_FT,TENT_PAD_TYPE_NAME,DISTANCE_TO_WATER_BODY,DISTANCE_TO_RESTROOM,DISTANCE_TO_SHOWER,DISTANCE_TO_DUMP_STATION,HIKE_IN_DISTANCE,PICNIC_TABLE_FLAG,ADA_ACCESSIBLE_FLAG,DIRECTIONS,FOOD_LOCKER_FLAG,WATER_FRONT_FLAG,PETS_ALLOWED_FLAG,CAPACITY_PEOPLE,CAPACITY_VEHICLES,FIRE_RING_FLAG,GRILL_TYPE_NAME,SEATING_TYPE_NAME,SHADE_TYPE_NAME,COUNTY_NAME,PAT_AREA_NAME,PAT_DISTRICT_NAME,DNR_REGION_NAME,DNR_REGION_CODE,MN_TOURISM_REGION_NAME,STABLE_PROD_GUID,Shape
Campsite,27E,Drive-In Electric,,,Baptism River Campground,,Tettegouche State Park,SPK00269,State Park,Heads-Up Digitizing,,t,56,12,Gravel,B,t,t,12x12,Wood Chips,.2 mile,560',560',5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Lake,2C,4,Northeast Region,2,Northeast,{C276804C-26FF-4809-BD52-C72009CA3046},POINT (635248.1323999995 5245302.819)
Campsite,28,Drive-In,,,Baptism River Campground,,Tettegouche State Park,SPK00269,State Park,Heads-Up Digitizing,,,72,12,Gravel,B,t,t,12x15,Wood Chips,.2 mile,460',460',5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Lake,2C,4,Northeast Region,2,Northeast,{29C680B9-A122-4C6E-97D0-2C6AFEB38E89},POINT (635216.4227999998 5245273.4583)
Campsite,29,Drive-In,,,Baptism River Campground,,Tettegouche State Park,SPK00269,State Park,Heads-Up Digitizing,,,75,12,Gravel,B,t,t,12x15,Wood Chips,.2 mile,400',400',5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Lake,2C,4,Northeast Region,2,Northeast,{A09E9151-A63D-4C18-AED8-BC1D0F8EF1E5},POINT (635212.8995000003 5245248.795399999)
Campsite,30E,Drive-In Electric,,,Baptism River Campground,,Tettegouche State Park,SPK00269,State Park,Heads-Up Digitizing,,t,55,12,Gravel,B,f,t,15x20,Wood Chips,.2 mile,345',345',5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Lake,2C,4,Northeast Region,2,Northeast,{2C2D0ED4-135C-4123-B9CC-CA55F4E78DCF},POINT (635256.9406000003 5245225.3068)
Campsite,31E,Drive-In Electric,,,Baptism River Campground,,Tettegouche State Park,SPK00269,State Park,Heads-Up Digitizing,,t,69,12,Gravel,B,t,f,12x18,Gravel/ Sand,.2 mile,255',255',5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Lake,2C,4,Northeast Region,2,Northeast,{6C3F5A60-70E0-4B6C-81E9-D594718A4C71},POINT (635212.8995000003 5245202.4054000005)
Campsite,32E,Drive-In Electric,,,Baptism River Campground,,Tettegouche State Park,SPK00269,State Park,Heads-Up Digitizing,,t,46,12,Gravel,B,f,t,12x12,Wood Chips,.2 mile,215',215',5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Lake,2C,4,Northeast Region,2,Northeast,{4B62F319-5E09-47E7-9DE4-4AA24E75D5E8},POINT (635247.5451999996 5245180.6785)
Campsite,33E,Drive-In Electric,,,Baptism River Campground,,Tettegouche State Park,SPK00269,State Park,Heads-Up Digitizing,,t,72,12,Gravel,B,t,t,15x20,Wood Chips,.2 mile,145',145',5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Lake,2C,4,Northeast Region,2,Northeast,{B1AD0E39-BC6D-4E25-A767-E114806F1832},POINT (635202.3296999997 5245177.7425)
Campsite,CH34E,Drive-In Electric,,,Baptism River Campground,,Tettegouche State Park,SPK00269,State Park,Heads-Up Digitizing,,t,66,12,Gravel,B,f,t,15x15,Wood Chips,.2 mile,65',65',5 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Lake,2C,4,Northeast Region,2,Northeast,{7BA8C94D-6904-4722-B56F-DCC843AB0416},POINT (635197.0448000003 5245147.794500001)
Campsite,W6,Walk-In,,,Baptism River Campground,,Tettegouche State Park,SPK00269,State Park,Heads-Up Digitizing,,,,,,,,,14x15,Wood Chips,.2 mile,665',665',,,t,,,t,,t,6,2,t,On Fire Ring,,No ,Lake,2C,4,Northeast Region,2,Northeast,{79FDB0A1-4630-423C-BC33-7E543F63678C},POINT (635390.7605999997 5245023.4954)
Campsite,W7,Walk-In,,,Baptism River Campground,,Tettegouche State Park,SPK00269,State Park,Heads-Up Digitizing,,,,,,,,,13x18,Wood Chips,.2 mile,860',860',,,t,,,t,,t,6,2,t,On Fire Ring,,Fully,Lake,2C,4,Northeast Region,2,Northeast,{130F6DCA-946B-47BC-B3F6-C095D6432ED8},POINT (635366.2600999996 5244949.9936999995)
Campsite,W8,Walk-In,,,Baptism River Campground,,Tettegouche State Park,SPK00269,State Park,Heads-Up Digitizing,,,,,,,,,14x18,Wood Chips,.2 mile,940',940',,,t,,,t,,t,6,2,t,On Fire Ring,,Fully,Lake,2C,4,Northeast Region,2,Northeast,{1B7DBA92-53A4-4D3D-9089-B68646582EB5},POINT (635309.5669999998 5244947.929)
Campsite,W23,Walk-In,,,Baptism River Campground,,Tettegouche State Park,SPK00269,State Park,Heads-Up Digitizing,,,,,,,,,10x14,Wood Chips,.2 mile,785',785',,,t,,,t,,t,6,2,t,On Fire Ring,,Fully,Lake,2C,4,Northeast Region,2,Northeast,{0E9067FC-4772-4417-B043-2394B0772275},POINT (635300.4584999997 5245261.5011)
Campsite,W24,Walk-In,,,Baptism River Campground,,Tettegouche State Park,SPK00269,State Park,Heads-Up Digitizing,,,,,,,,,12x12,Wood Chips,.2 mile,875',875',,,t,,,t,,t,6,2,t,On Fire Ring,,Fully,Lake,2C,4,Northeast Region,2,Northeast,{4AC1570F-E97C-492A-A1D1-0CB47FAA939A},POINT (635254.2573999995 5245346.9032000005)
Campsite,W25,Walk-In,,,Baptism River Campground,,Tettegouche State Park,SPK00269,State Park,Heads-Up Digitizing,,,,,,,,,15x15,Wood Chips,.2 mile,985',985',,,t,,,t,,t,6,2,t,On Fire Ring,,Fully,Lake,2C,4,Northeast Region,2,Northeast,{A2AA61ED-DF8D-4C10-B0AF-42187AF43244},POINT (635273.7165000001 5245389.5699000005)
Campsite,CI A,Cart-In,,,Lake Superior Cart-In Campground,,Tettegouche State Park,SPK00269,State Park,Heads-Up Digitizing,,,,,,,,,15x18,Gravel/ Sand,.3 mile,570',2 miles,,,t,,,t,,t,6,2,t,On Fire Ring,,Fully,Lake,2C,4,Northeast Region,2,Northeast,{2B1D0229-1030-4EAD-92BE-C8930477A31F},POINT (636000.0329999998 5244016.237)
Campsite,CI B,Cart-In,,,Lake Superior Cart-In Campground,,Tettegouche State Park,SPK00269,State Park,Heads-Up Digitizing,,,,,,,,,18x18,Gravel/ Sand,.3 mile,375',2 miles,,,t,,,t,,t,6,2,t,On Fire Ring,,No ,Lake,2C,4,Northeast Region,2,Northeast,{92A39B1E-5978-4BAC-9158-0049C9F18D41},POINT (635940.1699999999 5244006.4350000005)
Campsite,CI C,Cart-In,,,Lake Superior Cart-In Campground,,Tettegouche State Park,SPK00269,State Park,Heads-Up Digitizing,,,,,,,,,12x20,Gravel/ Sand,.3 mile,300',2 miles,,,t,,,t,,t,6,2,t,On Fire Ring,,Fully,Lake,2C,4,Northeast Region,2,Northeast,{0DC8B7E2-943B-4CD6-8282-B598B2AD2A49},POINT (635880.5099999998 5243900.423)
Campsite,CI D,Cart-In,,,Lake Superior Cart-In Campground,,Tettegouche State Park,SPK00269,State Park,Heads-Up Digitizing,,,,,,,,,15x18,Gravel/ Sand,.2 mile,600',2 miles,,,t,,,t,,t,6,2,t,On Fire Ring,,Fully,Lake,2C,4,Northeast Region,2,Northeast,{4BD120D3-E0BA-4371-949F-2295F2AC2468},POINT (635830.6409999998 5243865.106000001)
Campsite,CI E,Cart-In,,,Lake Superior Cart-In Campground,,Tettegouche State Park,SPK00269,State Park,Heads-Up Digitizing,,,,,,,,,18x20,Gravel/ Sand,0,800',2 miles,,,t,,,t,t,t,6,2,t,On Fire Ring,,Fully,Lake,2C,4,Northeast Region,2,Northeast,{ABDD6CE0-C646-4E06-8E71-6FD2D8C7CD8D},POINT (636170.2999999998 5244030.514)
Campsite,CI F,Cart-In,,,Lake Superior Cart-In Campground,,Tettegouche State Park,SPK00269,State Park,Heads-Up Digitizing,,,,,,,,,18x20,Gravel/ Sand,0,800',2 miles,,,t,,,t,t,t,6,2,t,On Fire Ring,,Fully,Lake,2C,4,Northeast Region,2,Northeast,{29792D8D-C783-437B-BBC5-F931343193EF},POINT (636116.6220000004 5244001.208000001)
Campsite,CI G,Cart-In,,,Lake Superior Cart-In Campground,,Tettegouche State Park,SPK00269,State Park,Heads-Up Digitizing,,,,,,,,,12x20,Gravel/ Sand,0,150',2 miles,,,t,,,t,t,t,6,2,t,On Fire Ring,,Fully,Lake,2C,4,Northeast Region,2,Northeast,{83E81F92-2131-4CAC-80FD-50B9440FAD10},POINT (636077.0159999998 5243968.801000001)
Campsite,CI H,Cart-In,,,Lake Superior Cart-In Campground,,Tettegouche State Park,SPK00269,State Park,Heads-Up Digitizing,,,,,,,,,15x15,Gravel/ Sand,0,150',2 miles,,,t,,,t,t,t,6,2,t,On Fire Ring,,Fully,Lake,2C,4,Northeast Region,2,Northeast,{5669ABBC-4747-48C8-B58A-8E67487BC1D7},POINT (636023.4040000001 5243935.126)
Campsite,CI I,Cart-In,,,Lake Superior Cart-In Campground,,Tettegouche State Park,SPK00269,State Park,Heads-Up Digitizing,,,,,,,,,18x20,Gravel/ Sand,0,600',2 miles,,,t,,,t,t,t,6,2,t,On Fire Ring,,Fully,Lake,2C,4,Northeast Region,2,Northeast,{1E4370F4-2220-40D4-AD3B-B15992EE88D8},POINT (635934.4649999999 5243842.797)
Campsite,CI J,Cart-In,,,Lake Superior Cart-In Campground,,Tettegouche State Park,SPK00269,State Park,Heads-Up Digitizing,,,,,,,,,18x20,Gravel/ Sand,0,350',2 miles,,,t,,,t,t,t,6,2,t,On Fire Ring,,Fully,Lake,2C,4,Northeast Region,2,Northeast,{353518A5-DB9A-4D3C-B100-35EAA2B5A126},POINT (635897.0089999996 5243778.232000001)
Campsite,CI K,Cart-In,,,Lake Superior Cart-In Campground,,Tettegouche State Park,SPK00269,State Park,Heads-Up Digitizing,,,,,,,,,15x20,Gravel/ Sand,0,150',2 miles,,,t,,,t,t,t,6,2,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast,{EA717A82-64E8-4EC9-93C6-6630E371A231},POINT (635838.5559999999 5243739.116)
Campsite,CI L,Cart-In,,,Lake Superior Cart-In Campground,,Tettegouche State Park,SPK00269,State Park,Heads-Up Digitizing,,,,,,,,,18x20,Gravel/ Sand,0,300',2 miles,,,t,,,t,t,t,6,2,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast,{7C1D3A63-BB71-4C87-95F6-FB3E4E25274C},POINT (635761.8360000001 5243703.568)
Campsite,CI M,Cart-In,,,Lake Superior Cart-In Campground,,Tettegouche State Park,SPK00269,State Park,Heads-Up Digitizing,,,,,,,,,15x20,Gravel/ Sand,.1 mile,300',2 miles,,,,,,t,,t,6,2,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast,{8966396B-DE5B-46C5-944B-E2C8CAD68666},POINT (635717.665 5243720.9399999995)
Campsite,CI N,Cart-In,,,Lake Superior Cart-In Campground,,Tettegouche State Park,SPK00269,State Park,Heads-Up Digitizing,,,,,,,,,18x20,Gravel/ Sand,.1 mile,300',2 miles,,,,,,t,,t,6,2,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast,{4F431CC4-284D-4213-9778-FDB58D96A183},POINT (635730.1229999997 5243738.765000001)
Campsite,C 6,Cart-In,,,Cart-in Campground,,Split Rock Lighthouse State Park,SPK00266,State Park,Global Positioning System,,,,,,,,,17x13,Wood Chips,.25 mile,571',571',,660',t,,,t,,t,6,2,t,On Fire Ring,,No ,Lake,2C,4,Northeast Region,2,Northeast,{F3353425-7740-4723-8EC8-E08193CC5F15},POINT (622596.6622000001 5228140.925899999)
Campsite,C 7,Cart-In,,,Cart-in Campground,,Split Rock Lighthouse State Park,SPK00266,State Park,Global Positioning System,,,,,,,,,13x12,Wood Chips,.25 mile,922',922',,.2 mile,t,,,t,,t,6,2,t,On Fire Ring,,No ,Lake,2C,4,Northeast Region,2,Northeast,{50530525-8169-4579-99B7-70E6795527A4},POINT (622684.4727999996 5228197.205)
Campsite,C 8,Cart-In,,,Cart-in Campground,,Split Rock Lighthouse State Park,SPK00266,State Park,Global Positioning System,,,,,,,,,10x12,Wood Chips,.25 mile,.2 mile,.2 mile,,.2 mile,t,,,t,,t,6,2,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast,{F30612A9-D4F6-4A1F-BB0B-85C897EA5AA9},POINT (622696.1523000002 5228278.6051)
Campsite,C 9,Cart-In,,,Cart-in Campground,,Split Rock Lighthouse State Park,SPK00266,State Park,Global Positioning System,,,,,,,,,10x12,Wood Chips,.3 mile,965',965',,924',t,,,t,,t,6,2,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast,{BCD22D1D-B53E-4E8E-AD6E-7096770C5339},POINT (622596.7059000004 5228258.828199999)
Campsite,C10,Cart-In,,,Cart-in Campground,,Split Rock Lighthouse State Park,SPK00266,State Park,Global Positioning System,,,,,,,,,17x13,Wood Chips,.3 mile,.2 mile,.2 mile,,.2 mile,t,,,t,,t,6,2,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast,{945A36AE-2E24-4198-86F2-6CA47886399C},POINT (622526.3814000003 5228207.512800001)
Campsite,C11,Cart-In,,,Cart-in Campground,,Split Rock Lighthouse State Park,SPK00266,State Park,Global Positioning System,,,,,,,,,17x10,Wood Chips,Directly overlooks lake,387',387',,660',t,,,t,,t,6,2,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast,{CB86C377-2772-48F3-8E1A-45529A52EB51},POINT (622724.1407000003 5228049.3487)
Campsite,C12,Cart-In,,,Cart-in Campground,,Split Rock Lighthouse State Park,SPK00266,State Park,Global Positioning System,,,,,,,,,15x10,Wood Chips,.25 mile,883',883',,.2 mile,t,,,t,,t,6,2,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast,{262603C5-9C7D-4BD2-8CC5-4DE49B67EDF0},POINT (622615.2039999999 5228031.846899999)
Campsite,C13,Cart-In,,,Cart-in Campground,,Split Rock Lighthouse State Park,SPK00266,State Park,Global Positioning System,,,,,,,,,13x18,Wood Chips,Directly overlooks lake,951',951',,.25 mile,t,,,t,,t,6,2,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast,{CFBB64B2-5CAF-4A2E-BCF5-02CC0C879490},POINT (622665.6928000003 5227941.628699999)
Campsite,C14,Cart-In,,,Cart-in Campground,,Split Rock Lighthouse State Park,SPK00266,State Park,Global Positioning System,,,,,,,,,12x12,Wood Chips,.25 mile,.2 mile,.2 mile,,.25 mile,t,,,t,,t,6,2,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast,{9566B20D-4503-4B8D-BFF6-0F9E7D0E8FA1},POINT (622594.9177000001 5227950.577)
Campsite,C15,Cart-In,,,Cart-in Campground,,Split Rock Lighthouse State Park,SPK00266,State Park,Global Positioning System,,,,,,,,,13x12,Wood Chips,.3 mile,.2 mile,.2 mile,,.3 mile,t,,,t,,t,6,2,t,On Fire Ring,,No ,Lake,2C,4,Northeast Region,2,Northeast,{3B33218D-C6D9-4B17-9F33-CF00D2307B73},POINT (622556.4834000003 5227881.594900001)
Campsite,C16,Cart-In,,,Cart-in Campground,,Split Rock Lighthouse State Park,SPK00266,State Park,Global Positioning System,,,,,,,,,13x12,Wood Chips,Directly overlooks lake,.2 mile,.2 mile,,.3 mile,t,,,t,,t,6,2,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast,{BEC7DCC9-C825-42C9-A634-F7E926846EEE},POINT (622662.7792999996 5227898.5604)
Campsite,C17,Cart-In,,,Cart-in Campground,,Split Rock Lighthouse State Park,SPK00266,State Park,Global Positioning System,,,,,,,,,17x17,Wood Chips,Directly overlooks lake,.2 mile,.2 mile,,.3 mile,t,,,t,,t,6,2,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast,{F8E7899B-82E2-4A5C-9833-075D076993DA},POINT (622642.4347999999 5227845.0912999995)
Campsite,C18,Cart-In,,,Cart-in Campground,,Split Rock Lighthouse State Park,SPK00266,State Park,Global Positioning System,,,,,,,,,17x15,Wood Chips,Directly overlooks lake,.3 mile,.3 mile,,.35 mile,t,,,t,,t,6,2,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast,{B6977100-07A5-48C2-ACF4-9DE3F0D0180C},POINT (622641.5248999996 5227784.123)
Campsite,C19,Cart-In,,,Cart-in Campground,,Split Rock Lighthouse State Park,SPK00266,State Park,Global Positioning System,,,,,,,,,12x13,Wood Chips,Directly overlooks lake,.3 mile,.3 mile,,.35 mile,t,,,t,,t,6,2,t,On Fire Ring,,No ,Lake,2C,4,Northeast Region,2,Northeast,{C120C887-3634-4975-B931-F910502D6684},POINT (622634.0336999996 5227714.790999999)
Campsite,C20,Cart-In,,,Cart-in Campground,,Split Rock Lighthouse State Park,SPK00266,State Park,Global Positioning System,,,,,,,,,10x10 and 12x12,Wood Chips,Directly overlooks lake,.3 mile,.3 mile,,.35 mile,t,,,t,,t,6,2,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast,{23BC5B5C-F265-4D75-9949-9075225F4268},POINT (622563.4380000001 5227763.579500001)
Campsite,BP/K1,Backpack,,,,,Split Rock Lighthouse State Park,SPK00266,State Park,Global Positioning System,,,,,,,,,10x10,Wood Chips,,On Site,.5 mile,,.7 mile,t,,Hike or kayak to site.,t,t,t,6,2,t,On Fire Ring,,No ,Lake,2C,4,Northeast Region,2,Northeast,{CA5FB2DC-6440-4E1F-A193-BCF09453C3A5},POINT (622270.9517000001 5227606.7234000005)
Campsite,BP/K3,Backpack,,,,,Split Rock Lighthouse State Park,SPK00266,State Park,Global Positioning System,,,,,,,,,8x8,Wood Chips,,On Site,1.5 miles,,1.8 miles,t,,Hike or kayak to site.,t,t,t,6,2,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast,{28B3E58E-B709-4A2F-80C8-9769267BAF4D},POINT (621267.3634000001 5227085.115800001)
Campsite,BP2,Backpack,,,,,Split Rock Lighthouse State Park,SPK00266,State Park,Global Positioning System,,,,,,,,,9x9,Wood Chips,Directly overlooks lake,On Site,1 mile,,1.4 miles,t,,Hike in only.,t,,t,6,2,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast,{20F69155-BD7F-4949-82A4-AF3D23B0A63E},POINT (621992.1654000003 5227265.033299999)
Campsite,BP4,Backpack,,,,,Split Rock Lighthouse State Park,SPK00266,State Park,Global Positioning System,,,,,,,,,8x8,Wood Chips,,On Site,2 miles,,2.2 miles,t,,Hike in only.,t,t,t,6,2,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast,{65BFC619-862A-4431-8D55-6173982D749D},POINT (621236.4101 5226706.8324)
Campsite,53,Drive-In,,,Lower Campground,,Temperance River State Park,SPK00268,State Park,Heads-Up Digitizing,,,45,11,Gravel,P,t,t,13x14,Gravel/ Sand,,350',.3 mile,25 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Cook,2C,4,Northeast Region,2,Northeast,{49587782-A0D0-4439-AEBC-B7FCF72F0D05},POINT (659871.9510000004 5268782.306)
Campsite,54,Drive-In,,,Lower Campground,,Temperance River State Park,SPK00268,State Park,Heads-Up Digitizing,,,40,12,Gravel,B,t,t,15x15,Gravel/ Sand,,.2 mile,400',25 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Cook,2C,4,Northeast Region,2,Northeast,{7D97C6F9-AE20-48CD-B10A-91F3FCBA1744},POINT (659843.4469999997 5268809.757999999)
Campsite,55,Drive-In,,,Lower Campground,,Temperance River State Park,SPK00268,State Park,Heads-Up Digitizing,,,60,9,Gravel,B,f,f,10x10,Gravel/ Sand,,400',.3 mile,25 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Cook,2C,4,Northeast Region,2,Northeast,{0EE659E3-8E7D-4CDE-AF68-B6B3291206C5},POINT (659882.7719999999 5268795.889)
Campsite,56,Drive-In,,,Lower Campground,,Temperance River State Park,SPK00268,State Park,Heads-Up Digitizing,,,48,11,Gravel,B,t,t,13x13,Gravel/ Sand,,350',.2 mile,25 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Cook,2C,4,Northeast Region,2,Northeast,{C1C51CAE-7B94-4DED-8B5C-EF967D895C62},POINT (659852.9400000004 5268823.467)
Campsite,57,Drive-In,,,Lower Campground,,Temperance River State Park,SPK00268,State Park,Heads-Up Digitizing,,,48,11,Gravel,B,t,t,12x15,Gravel/ Sand,,400',.2 mile,25 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Cook,2C,4,Northeast Region,2,Northeast,{B6E6E9DC-BFAF-42FD-82B3-94DA08F05422},POINT (659878.8629999999 5268822.641000001)
Campsite,58,Drive-In,,,Lower Campground,,Temperance River State Park,SPK00268,State Park,Heads-Up Digitizing,,,48,11,Gravel,B,t,t,16x16,Gravel/ Sand,,350',.2 mile,25 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Cook,2C,4,Northeast Region,2,Northeast,{24F8FF43-C843-4BA4-B9FB-197101FDA768},POINT (659884.2620000001 5268843.800000001)
Campsite,59,Drive-In,,,Lower Campground,,Temperance River State Park,SPK00268,State Park,Heads-Up Digitizing,,,55,10,Gravel,B,t,t,13x14,Gravel/ Sand,,.2 mile,200',25 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Cook,2C,4,Northeast Region,2,Northeast,{A793E3AD-AA23-4CAE-81FE-DB5527184A95},POINT (659905.4189999998 5268855.811000001)
Campsite,60,Drive-In,,,Lower Campground,,Temperance River State Park,SPK00268,State Park,Heads-Up Digitizing,,,56,11,Gravel,B,t,t,13x14,Gravel/ Sand,,200',.2 mile,25 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Cook,2C,4,Northeast Region,2,Northeast,{767FF564-8EC3-4564-B4D7-A1FD81754036},POINT (659916.4730000002 5268854.33)
Campsite,2,Drive-In,,,Upper Campground,Campground,Temperance River State Park,SPK00268,State Park,Heads-Up Digitizing,,,100,12,Gravel,P,t,t,13x20,Gravel/ Sand,,175',225',25 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Cook,2C,4,Northeast Region,2,Northeast,{D68B438D-6DF0-4B78-84E8-11D84C065BB1},POINT (660045.602 5268973.812999999)
Campsite,3,Drive-In,,,Upper Campground,Campground,Temperance River State Park,SPK00268,State Park,Heads-Up Digitizing,,,70,12,Gravel,B,t,t,12x12,Gravel/ Sand,,200',250',25 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Cook,2C,4,Northeast Region,2,Northeast,{7E96428E-6721-42B7-9E09-D797589A8982},POINT (660023.1629999997 5269002.131999999)
Campsite,4,Drive-In,,,Upper Campground,Campground,Temperance River State Park,SPK00268,State Park,Heads-Up Digitizing,,,60,12,Gravel,B,t,t,12x20,Gravel/ Sand,,225',275',25 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Cook,2C,4,Northeast Region,2,Northeast,{BE4022EF-CCD2-4F20-A09F-B6E9AABC939B},POINT (660010.5860000001 5268978.561000001)
Campsite,5,Drive-In,,,Upper Campground,Campground,Temperance River State Park,SPK00268,State Park,Heads-Up Digitizing,,,60,15,Gravel,B,t,t,10x10,Gravel/ Sand,,200',250',25 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Cook,2C,4,Northeast Region,2,Northeast,{E834FFF6-0365-48D0-B39E-EA4B6CC1964D},POINT (660034.6519999998 5268911.343)
Campsite,6,Drive-In,,,Upper Campground,Campground,Temperance River State Park,SPK00268,State Park,Heads-Up Digitizing,,,25,12,Gravel,B,t,t,12x12,Gravel/ Sand,,200',250',25 miles,,t,,,f,t,t,6,1,t,On Fire Ring,,Fully,Cook,2C,4,Northeast Region,2,Northeast,{1273DCDD-B866-430E-BE21-FABFE5714352},POINT (660066.8169999998 5268898.856000001)
Campsite,7,Drive-In,,,Upper Campground,Campground,Temperance River State Park,SPK00268,State Park,Heads-Up Digitizing,,,82,12,Gravel,P,t,t,12x14,Gravel/ Sand,,125',125',25 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Cook,2C,4,Northeast Region,2,Northeast,{884BB0F4-DAF1-4AA7-B6AF-0BA016479EA1},POINT (660069.301 5268923.880000001)
Campsite,8,Drive-In,,,Upper Campground,Campground,Temperance River State Park,SPK00268,State Park,Heads-Up Digitizing,,,46,12,Gravel,B,t,t,12x12,Gravel/ Sand,,75',75',25 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Cook,2C,4,Northeast Region,2,Northeast,{DB94D65D-3B83-48E8-AC1E-D57A8753AAD0},POINT (660052.102 5268950.767999999)
Campsite,9,Drive-In,,,Upper Campground,Campground,Temperance River State Park,SPK00268,State Park,Heads-Up Digitizing,,,45,12,Gravel,B,t,t,13x13,Gravel/ Sand,,50',50',25 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Cook,2C,4,Northeast Region,2,Northeast,{E74C9D9C-D17E-4795-B0CD-59387A9F43CA},POINT (660076.4469999997 5268995.434)
Campsite,10,Drive-In,,,Upper Campground,Campground,Temperance River State Park,SPK00268,State Park,Heads-Up Digitizing,,,35,12,Gravel,B,t,t,8x8,Gravel/ Sand,,75',75',25 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Cook,2C,4,Northeast Region,2,Northeast,{A04E1D01-A5F6-4CC1-8731-0CE8785A8E5E},POINT (660103.9950000001 5269000.367000001)
Campsite,11,Drive-In,,,Upper Campground,Campground,Temperance River State Park,SPK00268,State Park,Heads-Up Digitizing,,,45,12,Gravel,B,t,t,12x12,Gravel/ Sand,,40',40',25 miles,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Cook,2C,4,Northeast Region,2,Northeast,{A036EFC6-2CF1-46E2-B21A-0BF23957A932},POINT (660110.8389999997 5268980.209000001)
Campsite,12,Drive-In,,,Upper Campground,Campground,Temperance River State Park,SPK00268,State Park,Heads-Up Digitizing,,,40,12,Gravel,B,t,t,12x12,Gravel/ Sand,,125',125',25 miles,,t,,,f,t,t,6,1,t,On Fire Ring,,Partially,Cook,2C,4,Northeast Region,2,Northeast,{57EE2431-6837-4967-BCC6-797B7F0E30DB},POINT (660121.1129999999 5268945.0370000005)
